"CONTEXT", "ID", "TEXT"
"traveler:JORJI4","This is crap.","Ini sampah."
"traveler:JORJI4","You know what? Forget it.","Anda tahu apa? Lupakan."
"traveler:JORJI4","Arstotzka worst country.","Arstotzka negara terburuk."
"traveler:JORJI4","You worst person.","Anda orang terburuk."
"traveler:JORJI4","Thank you so much!","Terima kasih banyak!"
"traveler:JORJI4","If I am honest to you, I was little nervous.","Jika saya jujur ke anda, tadi saya sedikit gugup."
"traveler:JORJI4","Even with right papers is hard to say.","Bahkan dengan kertas yang benar pun tidak mudah untuk berkata."
"traveler:JORJI4","Ok bye!","Oke dadah!"
"traveler:JORJI_SMUGGLE0","Again I am here!","Saya disini lagi!"
"traveler:JORJI_SMUGGLE0","Everything all set up now.","Semua sudah siap sekarang."
"traveler:JORJI_SMUGGLE0","I come through often to see you.","Saya sering datang untuk melihatmu."
"traveler:JORJI_SMUGGLE0","We become good friends!","Kita akan menjadi teman baik!"
"traveler:JORJI_SMUGGLE0","@Your weight is different.","@Berat badanmu berbeda."
"traveler:JORJI_SMUGGLE0","Is sad story.","Ini cerita sedih."
"traveler:JORJI_SMUGGLE0","My wife very bad cook.","Istriku sangat buruk dalam memasak."
"traveler:JORJI_SMUGGLE0","But if I do not eat, she get angry.","Tapi kalau saya tidak makan, dia marah."
"traveler:JORJI_SMUGGLE0","Uh oh, maybe you not like this!","Oh ow, mungkin anda tidak suka ini!"
"traveler:JORJI_SMUGGLE0","@What is this?","@Apa ini?"
"traveler:JORJI_SMUGGLE0","Is drugs!","Itu narkoba!"
"traveler:JORJI_SMUGGLE0","I have little side business here.","Saya punya sedikit pekerjaan sampingan disini."
"traveler:JORJI_SMUGGLE0","You let me through and I give you something something.","Bolehkan saya lewat dan saya akan memberikanmu sesuatu."
"traveler:JORJI_SMUGGLE0","@Something what?","@Sesuatu apa?"
"traveler:JORJI_SMUGGLE0","Ten credits.","Sepuluh kredit."
"traveler:JORJI_SMUGGLE0","I give you ten credits for just little stamp.","Saya beri anda sepuluh kredit hanya untuk stempel kecil."
"traveler:JORJI_SMUGGLE0","@Wait here Jorji.","@Tunggu disini, Jorji."
"traveler:JORJI_SMUGGLE0","Is ok, I understand.","Oke, Saya mengerti."
"traveler:JORJI_SMUGGLE0","Drugs are bad. Not good for kids.","Narkoba itu buruk. Tidak baik untuk anak-anak."
"traveler:JORJI_SMUGGLE0","You do great work here still.","Tapi anda masih melakukan pekerjaan baik disini."
"traveler:JORJI_SMUGGLE0","Ok!","Oke!"
"traveler:JORJI_SMUGGLE0","We go full speed!","Inilah saatnya!"
"traveler:JORJI_SMUGGLE0","Hey what is problem?","Hey ada masalah apa?"
"traveler:JORJI_SMUGGLE0","@I do not trust you.","@Saya tidak percaya kamu."
"traveler:JORJI_SMUGGLE0","Ok, ok.","Oke, oke."
"traveler:JORJI_SMUGGLE0","You good guy so I win trust next time.","Anda orang baik jadi saya akan mendapat kepercayaan lain waktu."
"traveler:JORJI_SMUGGLE1","Ok, I am back!","Oke, saya kembali!"
"traveler:JORJI_SMUGGLE1","Same procedure!","Prosedur yang sama!"
"traveler:JORJI_SMUGGLE1","They told me this hard business.","Mereka bilang padaku tentang bisnis keras ini."
"traveler:JORJI_SMUGGLE1","So far everything smooth like ice!","Saat ini semuanya mulus seperti es!"
"traveler:JORJI_SMUGGLE1","Thanks to you!","Berkat anda!"
"traveler:JORJI_SMUGGLE1","Buy something happy for wife.","Bisa membeli sesuatu untuk istri."
"traveler:JORJI_SMUGGLE1","Phew!","Huh!"
"traveler:JORJI_SMUGGLE1","Was tough one. Lucky for me, guard was easy.","Tadi sangat ketat. Untung saja penjaganya mudah diberi uang."
"traveler:JORJI_SMUGGLE1","He asks for big money but is reasonable man.","Dia meminta banyak uang tapi itu beralasan, kawan."
"traveler:JORJI_SMUGGLE1","Oh man, again!","Aduh, lagi!"
"traveler:JORJI_SMUGGLE1","That guard have another good day.","Penjaga itu akan mempunyai hari bagus lagi."
"traveler:JORJI_SMUGGLE1","Not sure I keep this up with no sales!","Aku tak yakin bisa menjaga ini tanpa pendapatan!"
"traveler:JORJI_SMUGGLE1","Ok, we try again!","Oke, kita coba lagi!"
"traveler:JORJI_SMUGGLE1","Sorry to bother you, but this my only job.","Maaf mengganggu anda, tapi ini adalah pekerjaan saya satu-satunya."
"traveler:JORJI_SMUGGLE1","@Wait here, Jorji.","@Tunggu disini, Jorji."
"traveler:JORJI_SMUGGLE1","Is ok, I understand.","Oke, Saya mengerti."
"traveler:JORJI_SMUGGLE1","Drugs are bad. Not good for kids.","Narkoba itu buruk. Tidak baik untuk anak-anak."
"traveler:JORJI_SMUGGLE1","You do great work here still.","Tapi anda masih melakukan pekerjaan baik disini."
"traveler:JORJI_SMUGGLE1","@I see a difference here.","@Saya melihat perbedaan disini."
"traveler:JORJI_SMUGGLE1","Is real mystery for sure.","Sangat misterius."
"traveler:JORJI_SMUGGLE1","Maybe things get too sexy in here.","Mungkin ini akan terlihat terlalu seksi."
"traveler:JORJI_SMUGGLE1","@Drugs?","@Narkoba?"
"traveler:JORJI_SMUGGLE1","Looks like good stuff right?","Terlihat seperti benda bagus, bukan?"
"traveler:JORJI_SMUGGLE1","Wait! I give you 10 credits for ok stamp!","Tunggu! Saya beri 10 kredit untuk stempel hijau!"
"traveler:JORJI_SMUGGLE1","Think about family!","Pikirkan tentang keluarga!"
"traveler:JORJI_SMUGGLE1","They can buy many happy things with these credits.","Mereka bisa beli banyak benda dengan kredit ini."
"traveler:JORJI_SMUGGLE1","Just for little harmless drugs!","Hanya untuk narkoba yang tidak berbahaya!"
"traveler:JORJI_SMUGGLE1","This much better, see?","Ini terlihat lebih baik, bukan?"
"traveler:JORJI_SMUGGLE1","Wow, you really stand-up guy.","Wow, anda benar-benar orang yang tegas."
"traveler:JORJI_SMUGGLE1","Maybe is not so good for me when I think about.","Mungkin ini tidak terllau baik untukku saat memikirkan ini."
"traveler:JORJI_CRIMINAL","Is good to see you again!","Senang melihatmu lagi!"
"traveler:JORJI_CRIMINAL","Today I come just for short visit.","Hari ini saya datang hanya untuk kunjungan singkat."
"traveler:JORJI_CRIMINAL","Everything is definitely ok with me.","Semuanya terlihat oke untukku."
"traveler:JORJI_CRIMINAL","For sure I am not in criminal bulletin or anything!","Saya yakin saya tidak ada di buletin kriminal atau lainnya!"
"traveler:JORJI_CRIMINAL","@Your face is in wanted bulletin.","@Wajahmu ada di daftar buronan."
"traveler:JORJI_CRIMINAL","What! I pay police like crazy!","Apa! Saya sudah membayar ke polisi seperti orang gila!"
"traveler:JORJI_CRIMINAL","They promise no bulletin. All clear they say.","Mereka menjanjikan tidak ada di buletin. Kata mereka semua aman."
"traveler:JORJI_CRIMINAL","I think twice about trusting friendly people.","Saya akan berpikir dua kali tentang mempercayai orang baik."
"traveler:JORJI_CRIMINAL","Hey I really like you.","Hey saya benar benar suka denganmu."
"traveler:JORJI_CRIMINAL","I know is risky to help me like this.","Saya tau kalau membantu saya seperti ini sangat beresiko."
"traveler:JORJI_CRIMINAL","I try to make it up for you.","Saya mencoba untuk melupakan anda."
"traveler:JORJI_CRIMINAL","Ah, is ok.","Ah, tidak apa-apa."
"traveler:JORJI_CRIMINAL","At least you do not arrest me.","Yang penting anda tidak menahan saya."
"traveler:JORJI_CRIMINAL","Thanks anyways.","Terima kasih sebelumnya."
"traveler:JORJI_CRIMINAL","@Sorry Jorji.","@Maaf Jorji."
"traveler:JORJI_CRIMINAL","Ah, is ok. Most police know me now.","Ah, tidak apa-apa. Banyak polisi yang akan tahu saya sekarang."
"traveler:JORJI_CRIMINAL","I have little talk with them again.","Saya akan berbicara dengan mereka lagi."
"traveler:JORJI_CRIMINAL","Anyway, you have tough job.","Bagaimanapun, anda mempunyai pekerjaan yang tangguh."
"traveler:JORJI_CRIMINAL","I rather sell drugs!","Saya lebih baik jual narkoba!"
"traveler:JORJI_PASSPORTS","I read newspaper.","Saya membaca koran."
"traveler:JORJI_PASSPORTS","@Hello Jorji.","@Halo Jorji."
"traveler:JORJI_PASSPORTS","Things getting little crazy in Arstotzka.","Keadaan sudah semakin gila di Arstotzka."
"traveler:JORJI_PASSPORTS","Maybe you think about going away for a bit.","Mungkin anda berpikir tentang pergi selama beberapa saat."
"traveler:JORJI_PASSPORTS","Obristan is good place.","Obristan adalah tempat yang bagus."
"traveler:JORJI_PASSPORTS","Right next door up north.","Hanya pergi ke utara."
"traveler:JORJI_PASSPORTS","@Our passports have been confiscated.","@Paspor kami telah disita."
"traveler:JORJI_PASSPORTS","@We cannot leave.","@Kami tidak dapat pergi."
"traveler:JORJI_PASSPORTS","Hey that not good sign.","Hey itu kabar buruk."
"traveler:JORJI_PASSPORTS","Hold on.","Tunggu dulu."
"traveler:JORJI_PASSPORTS","I know a guy.","Saya kenal seseorang."
"traveler:JORJI_PASSPORTS","Just give him real passports to work with.","Tinggal berikan dia paspor asli."
"traveler:JORJI_PASSPORTS","He changes info to match for you.","Dia akan mengubah infonya supaya sama denganmu."
"traveler:JORJI_PASSPORTS","I learn that in hard way.","Saya mempelajarinya dulu."
"traveler:JORJI_PASSPORTS","Thanks again!","Terima kasih lagi!"
"traveler:JORJI_PASSPORTS","Bah! Maybe you right.","Bah! Mungkin anda benar."
"traveler:JORJI_PASSPORTS","Better to take little break.","Lebih baik beristirahat."
"traveler:JORJI_PASSPORTS","Hey what the hell?","Hey apa-apaan ini?"
"traveler:JORJI_PASSPORTS","You take my passport!","Anda mengambil paspor saya!"
"traveler:JORJI_PASSPORTS","You can see it was expensive!","Anda tahu kalau itu mahal!"
"traveler:JORJI_PASSPORTS","@You said I need real Obristan passports.","@Anda bilang saya butuh paspor Obristan yang asli."
"traveler:JORJI_PASSPORTS","Man. Fine.","Baiklah."
"traveler:JORJI_PASSPORTS","I get another but little unhappy about it.","Saya akan mencari yang lain tapi saya tidak senang dengan ini."
"traveler:JORJI_PASSPORTS","Memorize flyer and give back.","Ingat-ingat brosur ini dan kembalikan."
"traveler:JORJI_PASSPORTS","Hey you know what.","Hey apakah anda tahu."
"traveler:JORJI_PASSPORTS","Take my passport.","Ambil paspor saya."
"traveler:JORJI_PASSPORTS","I get another one no problem.","Tidak masalah, saya akan mencari lagi."
"traveler:JORJI_PASSPORTS","Now memorize flyer and give back if you finish reading.","Sekarang ingat-ingat brosur itu dan kembalikan jika anda sudah selesai membacanya."
"traveler:JORJI_PASSPORTS","Do not want to get in trouble!","Aku tak ingin ikut campur dalam masalah ini!"
"traveler:JORJI_PASSPORTS","Obristan really great this time of year.","Obristan benar-benar bagus saat ini."
"traveler:JORJI_PASSPORTS","Lots of snow.","Banyak salju."
"traveler:JORJI_PASSPORTS","Not sure where you get more passports for family.","Aku tak yakin dimana anda bisa mencari paspor untuk keluarga anda."
"traveler:JORJI_PASSPORTS","But you smart guy.","Tapi anda adalah orang pintar."
"traveler:JORJI_PASSPORTS","Probably figure it out!","Bisa jadi anda tahu caranya!"
"traveler:JORJI_PASSPORTS","Good luck.","Selamat berjuang."
"traveler:JORJI_GOODBYE","Ho boy! I make big score!","Hei kawan! Aku mendapat uang banyak!"
"traveler:JORJI_GOODBYE","Huge! You have no idea!","Sangat banyak! Anda pasti tidak habis pikir!"
"traveler:JORJI_GOODBYE","Anyway. I just want to say thank you.","Bagaimanapun. Aku hanya mau bilang terima kasih."
"traveler:JORJI_GOODBYE","I wait in line just for that!","Aku mengantri hanya untuk ini!"
"traveler:JORJI_GOODBYE","Maybe I quit now.","Mungkin aku akan berhenti sekarang."
"traveler:JORJI_GOODBYE","Haha!","Haha!"
"traveler:BROTHEL0","Hello handsome.","Halo ganteng."
"traveler:BROTHEL0","You look bored.","Anda terlihat murung."
"traveler:BROTHEL0","If you want good time, come see us.","Jika anda mau ""sesuatu"", temui kami."
"traveler:BROTHEL0","I will be around couple months.","Saya akan berada disini selama beberapa bulan."
"traveler:BROTHEL0","Don't forget to visit.","Jangan lupa datang."
"traveler:BROTHEL1","Hey there.","Hai yang disana."
"traveler:BROTHEL1","I can make you happy any time.","Saya bisa membuatmu senang kapanpun."
"traveler:BROTHEL1","Come to Pink Vice. Ask for Ava.","Datang ke Pink Vice. Tanya Ava."
"traveler:BROTHEL2","Oh. Here.","Oh. Ini."
"traveler:BROTHEL2","Please help me.","Tolong bantu saya."
"traveler:BROTHEL3","Hello friend.","Halo kawan."
"traveler:BROTHEL3","You come down, I give you good girl.","Anda datang, saya beri anda perempuan bagus."
"traveler:BROTHEL3","That little bitch.","Pelacur kecil itu."
"traveler:BROTHEL3","I break her in two.","Saya akan belah dia jadi dua."
"traveler:BROTHEL3","@You are Dari Ludum?","@Anda Dari Ludum?"
"traveler:BROTHEL3","Of course, it says on passport.","Tentu saja, sudah ada di paspor."
"traveler:BROTHEL3","@One moment.","@Tunggu sebentar."
"traveler:BROTHEL3","What is this shit?","Apa-apaan ini?"
"traveler:BROTHEL3","Give my papers back.","Berikan paspor saya kembali."
"traveler:KILLERATHLETE","@You are Vince Lestrade?","@Anda Vince Lestrade?"
"traveler:KILLERATHLETE","Damn.","Terkutuklah aku."
"traveler:KILLERATHLETE","Look, I did not kill her. I was set up.","Begini, saya tidak membunuhnya. Saya ditipu."
"traveler:KILLERATHLETE","Do not believe the Republian lies.","Jangan percaya kebohongan dari Republia."
"traveler:KILLERATHLETE","Let me through.","Biarkan saya lewat."
"traveler:KILLERATHLETE","Shit.","Tai."
"traveler:HUSBAND_WIFE0","Today is beautiful day, my friend.","Hari ini adalah hari yang indah, kawan."
"traveler:HUSBAND_WIFE0","We finally become free from Antegrian tyranny!","Akhirnya kami bebas dari tirani Antegria!"
"traveler:HUSBAND_WIFE0","Thank you so much!","Terima kasih banyak!"
"traveler:HUSBAND_WIFE0","Please be kind to my wife, she is just after me.","Tolong berbaik hati pada istri saya, dia ada di belakang saya."
"traveler:HUSBAND_WIFE0","No! They will kill us!","Tidak! Mereka akan membunuh kami!"
"traveler:HUSBAND_WIFE0","Please, I beg you.","Tolong, Saya memohon pada anda."
"traveler:HUSBAND_WIFE0","Let my wife pass. She is coming to you next.","Biarkan istri saya lewat. Dia akan datang ke anda berikutnya."
"traveler:HUSBAND_WIFE1","Did you see my husband?","Apakah anda lihat suami saya?"
"traveler:HUSBAND_WIFE1","He made it through, yes?","Dia bisa melewatinya, kan?"
"traveler:HUSBAND_WIFE1","@Where is your entry permit?","@Mana surat izin masuk anda?"
"traveler:HUSBAND_WIFE1","Please, I beg you.","Tolong, Saya memohon pada anda."
"traveler:HUSBAND_WIFE1","They would not give me permit. I have no choice.","Mereka tidak memberikan saya surat izin. Saya tidak punya pilihan."
"traveler:HUSBAND_WIFE1","I will be killed if I return to Antegria.","Saya akan dibunuh jika saya kembali ke Antegria."
"traveler:HUSBAND_WIFE1","Thank you.","Terima kasih."
"traveler:HUSBAND_WIFE1","We will not forget.","Kami tak akan melupakan anda."
"traveler:HUSBAND_WIFE1","Why?","Kenapa?"
"traveler:HUSBAND_WIFE1","You have doomed me.","Saya memang ditakdirkan untuk mati."
"traveler:HUSBAND_WIFE1","Why did you turn my husband away?","Kenapa anda menolak izin suami saya?"
"traveler:HUSBAND_WIFE1","I will not leave him to die.","Saya tidak akan meninggalkannya mati."
"traveler:HUSBAND_WIFE1","You have doomed us both.","Kami memang ditakdirkan untuk mati."
"traveler:HIRING_ENGINEERS_START","You see many people, yes?","Anda bertemu banyak orang, kan?"
"traveler:HIRING_ENGINEERS_START","I am looking for engineers.","Saya mencari tenaga kerja."
"traveler:HIRING_ENGINEERS_START","Do me a favor.","Tolong bantu saya."
"traveler:HIRING_ENGINEERS_START","Give my card to any engineers you meet.","Berikan kartu saya kepada insinyur yang anda temui."
"traveler:HIRING_ENGINEERS_START","I come back in few days.","Saya akan kembali dalam beberapa hari."
"traveler:HIRING_ENGINEERS_START","Pay you 5 credits for each engineer that calls me.","Dan membayar anda 5 kredit untuk setiap insinyur yang menghubungi saya."
"traveler:HIRING_ENGINEERS_START","You make a mistake but I let you fix it.","Anda membuat kesalahan tapi saya membiarkan anda memperbaikinya."
"traveler:HIRING_ENGINEERS","What is this?","Apa ini?"
"traveler:HIRING_ENGINEERS","Oh. Huh. ; Huh. ; They are hiring?","Oh. Hmm. ; Hmm. ; Mereka membuat lowongan?"
"traveler:HIRING_ENGINEERS","I have already.","Saya sudah punya."
"traveler:HIRING_ENGINEERS","Stop giving to me.","Jangan memberi lagi ke saya."
"traveler:HIRING_ENGINEERS","Forget it, take them both. I don't want.","Lupakan, ambil keduanya. Saya tidak minat."
"traveler:HIRING_ENGINEERS_END","Is good card, yes? ; Thanks ; These were not cheap you know. ;","Kartunya bagus, kan? ; Terima kasih ; , Asal anda tahu, kartu ini tidak murah. ;"
"traveler:HIRING_ENGINEERS_END","I am back.","Saya kembali."
"traveler:HIRING_ENGINEERS_END","How many engineers did you meet?","Berapa banyak insinyur yang anda temui?"
"traveler:HIRING_ENGINEERS_END","I got no calls.","Saya tidak mendapat panggilan."
"traveler:HIRING_ENGINEERS_END","You gave my cards to no one.","Anda tidak memberikan kartu saya ke siapapun."
"traveler:HIRING_ENGINEERS_END","Thank you for nothing.","Terima kasih."
"traveler:HIRING_ENGINEERS_END","I get only one call.","Saya hanya mendapat satu panggilan."
"traveler:HIRING_ENGINEERS_END","I'm lucky that he is good lead.","Saya beruntung dia adalah pemimpin yang baik."
"traveler:HIRING_ENGINEERS_END","Here is what I promised.","Ini uang yang saya janjikan."
"traveler:HIRING_ENGINEERS_END","I got two calls.","Saya mendapat dua panggilan."
"traveler:HIRING_ENGINEERS_END","One guy, he was good.","Satu orang, dia lumayan bagus."
"traveler:HIRING_ENGINEERS_END","Other one not so much.","Satu lagi tidak terlalu."
"traveler:HIRING_ENGINEERS_END","Thanks anyways.","Terima kasih."
"traveler:HIRING_ENGINEERS_END","I got three calls.","Saya mendapat tiga panggilan."
"traveler:HIRING_ENGINEERS_END","Two guys were good.","Dua orang cukup bagus."
"traveler:HIRING_ENGINEERS_END","Last one was a fool. Didn't know basics.","Satu lagi bodoh. Tidak tahu dasarnya."
"traveler:HIRING_ENGINEERS_END","But is ok. I appreciate.","Tapi oke. Saya hargai."
"traveler:HIRING_ENGINEERS_END","I got four calls.","Saya mendapat empat panggilan."
"traveler:HIRING_ENGINEERS_END","Three were civil engineers. Useless.","Tiga orang hanya insinyur sipil. Tidak berguna."
"traveler:HIRING_ENGINEERS_END","I need mechanicals. I told you.","Saya butuh mekanik. Saya sudah bilang."
"traveler:HIRING_ENGINEERS_END","Anyway, is ok. Last guy very sharp.","Tapi, tidak apa-apa. Orang terakhir sangat hebat."
"traveler:HIRING_ENGINEERS_END","Thanks for the help.","Terima kasih atas bantuannya."
"traveler:FRIENDLY_GUARD0","Hello.","Halo."
"traveler:FRIENDLY_GUARD0","I heard that you are from Nirsk?","Saya dengar anda berasal dari Nirsk?"
"traveler:FRIENDLY_GUARD0","I grew up there but I have not been back in many years.","Saya dibesarkan di sana tapi saya belum kembali selama bertahun-tahun."
"traveler:FRIENDLY_GUARD0","@It is still a shit-hole. As before.","@Masih seperti lubang kotoran. Seperti sebelumnya."
"traveler:FRIENDLY_GUARD0","Haha, of course. This is what I remember too.","Haha, tentu saja. Sama seperti yang kuingat."
"traveler:FRIENDLY_GUARD0","I am Sergiu. It is good to meet you.","Saya Sergiu. Senang bertemu anda."
"traveler:FRIENDLY_GUARD0","I will do my best to keep you safe.","Saya akan melakukan yang terbaik demi keamanan anda."
"traveler:FRIENDLY_GUARD1","Thank you for yesterday.","Terima kasih yang kemarin."
"traveler:FRIENDLY_GUARD1","My aim is not like before.","Bidikan saya tidak seperti sebelumnya."
"traveler:FRIENDLY_GUARD2","There is more action at this checkpoint than in the war.","Kejadian di pos ini lebih banyak."
"traveler:FRIENDLY_GUARD2","I fought in Kolechia for 5 years.","Saya ikut perang di Kolechia selama 5 tahun."
"traveler:FRIENDLY_GUARD2","If you think it is bad in Arstotzka, it is ten times worse in Kolechia.","Jika anda pikir itu buruk di Arstotzka, itu sepuluh kali lebih buruk di Kolechia."
"traveler:FRIENDLY_GUARD2","I do not blame them for coming here.","Saya tidak akan menyalahkan mereka karena datang ke sini."
"traveler:FRIENDLY_GUARD2","Anyways, you are doing well. Keep it up.","Bagaimanapun, anda melakukannya dengan baik. Pertahankan."
"traveler:FRIENDLY_GUARD3","Friend, how are you?","Teman, bagaimana kabarmu?"
"traveler:FRIENDLY_GUARD3","I have a small favor to ask.","Saya butuh bantuan sedikit."
"traveler:FRIENDLY_GUARD3","During the war, I met a beautiful girl.","Ketika perang, saya bertemu gadis cantik."
"traveler:FRIENDLY_GUARD3","I think about her every moment.","Saya berpikir tentang dia setiap saat."
"traveler:FRIENDLY_GUARD3","Yesterday I receive word that she is finally coming here.","Kemarin saya mendengar kabar kalau dia akan datang ke sini."
"traveler:FRIENDLY_GUARD3","Please, let her pass and I will be in your debt.","Tolong, biarkan dia lewat dan saya akan berhutang padamu."
"traveler:FRIENDLY_GUARD3","Her name is Elisa.","Namanya Elisa."
"traveler:FRIENDLY_GUARD4","Thank you for everything.","Terima kasih untuk semuanya."
"traveler:FRIENDLY_GUARD4","Elisa is so happy here.","Elisa merasa senang disini."
"traveler:FRIENDLY_GUARD4","She says our first son will have your name.","Dia berkata kalau anak lelaki kami akan mempunyai nama anda."
"traveler:FRIENDLY_GUARD4","This is fine but I told her I want a daughter first!","Tidak apa-apa, tapi saya bilang padanya kalau saya mau anak perempuan dahulu!"
"traveler:FRIENDLY_GUARD4","I would like to show the locket to her.","Saya mau menunjukkan liontin padanya."
"traveler:FRIENDLY_GUARD4","Do you still have it?","Apakah anda masih punya?"
"traveler:FRIENDLY_GUARD4","Ah, I missed not having this with me.","Ah, Saya rindu tidak membawa ini bersamaku."
"traveler:FRIENDLY_GUARD4","It is not much, but we have found a small way to thank you.","Tidak banyak, tapi kami punya cara untuk terima kasih."
"traveler:FRIENDLY_GUARD4","Elisa will deliver it to your home. I hope that it helps.","Elisa akan mengantarkannya ke rumah anda. Saya harap itu dapat membantu"
"traveler:FRIENDLY_GUARD4","Tomorrow I am transferred to another post.","Besok saya akan dipindahkan ke pos lain."
"traveler:FRIENDLY_GUARD4","Stay safe my friend.","Jaga diri anda baik-baik, kawan."
"traveler:FRIENDLY_GUARD4","Elisa did not come.","Elisa tidak datang."
"traveler:FRIENDLY_GUARD4","@She arrived, but her papers were not in order.","@Dia sudah datang, tapi dokumennya tidak sesuai prosedur."
"traveler:FRIENDLY_GUARD4","@Tell her to try again with the correct documents.","@Beritahu dia untuk mencoba lagi dengan dokumen yang benar."
"traveler:FRIENDLY_GUARD4","You know this is impossible.","Anda tahu itu tidak mungkin."
"traveler:FRIENDLY_GUARD4","If you have the locket, give it back to me.","Jika anda punya liontinnya, kembalikan pada saya."
"traveler:ELISA","Do you know Sergiu?","Apakah anda tahu Sergiu?"
"traveler:ELISA","He said you were friend. That you would help.","Dia bilang anda temannya. Dan anda akan membantu."
"traveler:ELISA","Please, my family is gone.","Tolong, keluargaku sudah tiada."
"traveler:ELISA","I have only Sergiu left.","Saya hanya punya Sergiu."
"traveler:ELISA","@You do not have the required documentation.","@Anda tidak punya dokumen yang diharuskan."
"traveler:ELISA","I tried for so long.","Saya mencoba berulang kali."
"traveler:ELISA","They would not allow me to leave.","Mereka tidak akan membolehkanku pergi."
"traveler:ELISA","I am denied?","Saya ditolak?"
"traveler:ELISA","I understand.","Saya mengerti."
"traveler:ELISA","Please, tell Sergiu I will always love him.","Tolong beritahu Sergiu kalau saya akan selalu mencintainya."
"traveler:ELISA","We will be together in another life.","Kami akan bersama di kehidupan yang lain."
"traveler:ELISA","Return this for him to remember me.","Kembalikan ini padanya untuk mengingatku."
"traveler:ELISA","Thank you so much.","Terima kasih banyak."
"traveler:ELISA","I will never forget your kindness.","Saya tidak akan pernah melupakan kebaikan anda."
"traveler:ELISA","@He is waiting for you.","@Dia sedang menunggu anda."
"traveler:ELISA","My love.","Sayangku."
"traveler:ELISA","I miss him.","Saya kangen dengan dia."
"traveler:ELISA","@I am sorry. Sergiu was killed.","@Saya minta maaf. Sergiu telah dibunuh."
"traveler:ELISA","My Sergiu.","Oh Sergiu."
"traveler:ELISA","Thank you for your kindness.","Terima kasih atas kebaikan anda."
"traveler:ELISA","There is nothing for me here any more.","Tidak ada lagi untukku disini."
"traveler:ELISA","Thank you.","Terima kasih."
"traveler:PRISON_GUARD_REPORTDETAINS","You detained nobody.","Anda tidak menahan siapapun."
"traveler:PRISON_GUARD_REPORTDETAINS","You detained only one person.","Anda hanya menahan satu orang."
"traveler:PRISON_GUARD_REPORTDETAINS","You detained ${Game/NumDetains} people.","Anda menahan ${Game/NumDetains} orang."
"traveler:PRISON_GUARD0","Hello.","Halo."
"traveler:PRISON_GUARD0","@Are you the spy?","@Apakah anda mata-mata?"
"traveler:PRISON_GUARD0","What? No.","Apa? Bukan."
"traveler:PRISON_GUARD0","I am guard here. My name is Calensk.","Saya penjaga disini. Nama saya Calensk."
"traveler:PRISON_GUARD0","They told me I get good position, then send me here.","Mereka memberitahuku kalau saya dapat posisi bagus, kemudian mengirimku kesini."
"traveler:PRISON_GUARD0","This is thanks I get.","Ini tanda terima kasih saya."
"traveler:PRISON_GUARD0","Now they pay me almost nothing.","Sekarang mereka hampir tidak membayarku."
"traveler:PRISON_GUARD0","@They pay us all as much.","@Mereka membayar kita cukup tinggi."
"traveler:PRISON_GUARD0","Yes. But look.","Ya. Tapi lihat."
"traveler:PRISON_GUARD0","I get small bonus when you detain people.","Saya mendapat bonus kecil ketika anda menahan orang."
"traveler:PRISON_GUARD0","More you detain, more they give me for processing.","Makin banyak orang yang anda tahan, makin banyak mereka membayarku."
"traveler:PRISON_GUARD0","But this is not fair, right? You should get something too.","Tapi ini tidak seimbang, kan? Anda harus dapat sesuatu juga."
"traveler:PRISON_GUARD0","So I fix this problem.","Jadi saya perbaiki masalah ini."
"traveler:PRISON_GUARD0","I give you 5 credits from my bonus for every two people you detain.","Saya memberi anda 5 kredit dari bonus saya setiap dua orang yang anda tahan."
"traveler:PRISON_GUARD0","Sounds like good deal to me.","Kedengarannya seperti pembagian yang bagus menurut saya."
"traveler:PRISON_GUARD0","I give money to you after I get paid.","Saya akan memberikan uang padamu setelah saya dibayar."
"traveler:PRISON_GUARD0","Let us make the best of this.","Lakukan yang terbaik untuk ini."
"traveler:PRISON_GUARD3","Here.","Ini."
"traveler:PRISON_GUARD3","For bonus and selling bomb parts.","Dari bonus dan penjualan bagian bom."
"traveler:PRISON_GUARD3","They move our station to prison.","Mereka memindahkan kami ke pos penjara."
"traveler:PRISON_GUARD3","We still get bonus so keep detaining.~","Kami tetap mendapat bonus jadi terus menahan.~"
"traveler:PRISON_GUARD3","I stop visiting you here.","Saya tidak akan mengunjungimu lagi."
"traveler:PRISON_GUARD3","I will drop off money at your home instead.","Saya akan meletakkan uangnya di rumah anda."
"traveler:PRISON_GUARD3","Every other night.","Tiap malam."
"traveler:PRISON_GUARD_PAYOUT","What is going on?","Apa yang terjadi?"
"traveler:PRISON_GUARD_PAYOUT","I am getting nothing because of you.","Saya tidak mendapat apa-apa karena anda."
"traveler:PRISON_GUARD_PAYOUT","Detain more people and we will both benefit.","Tahan lebih banyak orang dan kita akan mendapat keuntungan."
"traveler:PRISON_GUARD_PAYOUT","Good morning.","Selamat pagi."
"traveler:PRISON_GUARD_PAYOUT","You are not detaining enough people.","Anda tidak menahan cukup orang."
"traveler:PRISON_GUARD_PAYOUT","I have nothing to give you.","Saya tidak bisa memberi anda apa-apa."
"traveler:PRISON_GUARD_PAYOUT","Detain more to share part of my bonus.","Tahan lebih banyak untuk membagi bonus dari saya."
"traveler:PRISON_GUARD_PAYOUT","Bonus is good, they pay ok.","Bonusnya lumayan, mereka membayar lebih."
